ground_temperature,air_temperature,surface_temperature(mod),bottom_temperature
0.97,1.67,0.97,0.97
1.76,2.87,1.76,1.76
3.23,3.12,3.23,3.23
3.72,3.25,3.72,3.72
4.41,3.53,4.41,4.41
4.31,3.65,4.31,4.31
4.4,3.79,4.4,4.4
3.83,3.04,3.83,3.83
2.59,2.93,2.59,2.59
2.2,3.29,2.2,2.2
1.04,2.74,1.04,1.04
0.24,1.77,0.24,0.24
0.19,2.06,0.19,0.19
-0.79,1.53,-0.79,-0.79
-0.33,1.77,-0.33,-0.33
0.03,1.73,0.03,0.03
0.02,1.27,0.02,0.02
-0.14,1.35,-0.14,-0.14
-0.02,1.1,-0.02,-0.02
-0.46,0.86,-0.46,-0.46
-0.75,1.11,-1.33,-0.75
-0.61,0.58,-0.692,-0.61
-0.89,0.97,-0.415,-0.89
0.0,1.18,0.0,0.0
1.21,1.21,1.21,1.21
1.78,4.39,1.78,1.78
2.82,4.36,2.82,2.82
3.76,4.37,3.76,3.76
4.31,5.8,4.31,4.31
4.06,5.39,4.06,4.06
3.72,5.3,3.72,3.72
4.11,5.15,4.11,4.11
3.41,4.71,3.41,3.41
2.56,3.31,2.56,2.56
1.26,2.61,1.26,1.26
-0.19,3.09,-0.19,-0.19
-1.68,2.83,-1.68,-1.68
-0.77,3.38,-0.77,-0.77
-0.58,3.04,-0.58,-0.58
-0.64,2.18,-0.64,-0.64
-0.4,1.97,-0.4,-0.4
-0.59,1.88,-0.59,-0.59
-0.17,1.42,-0.17,-0.17
-0.53,1.65,-0.53,-0.53
-0.41,1.71,-0.41,-0.41
-0.35,2.23,-0.35,-0.35
-0.62,2.18,-0.62,-0.62
0.27,2.44,0.27,0.27
1.26,3.92,1.26,1.26
2.11,4.17,2.11,2.11
2.91,5.25,2.91,2.91
3.37,4.77,3.37,3.37
4.29,4.73,4.29,4.29
4.31,4.92,4.31,4.31
4.63,3.78,4.63,4.63
3.64,3.11,3.64,3.64
2.61,2.6,2.61,2.61
2.06,1.89,2.06,2.06
0.97,2.3,0.97,0.97
0.34,2.33,0.34,0.34
-0.35,3.33,-0.35,-0.35
0.2,3.05,0.2,0.2
0.02,3.28,0.02,0.02
-0.58,3.24,-0.58,-0.58
-0.31,3.47,-0.31,-0.31
-0.22,3.49,-0.22,-0.22
-0.01,3.49,-0.01,-0.01
-1.24,2.79,-1.24,-1.24
-0.87,2.54,-0.87,-0.87
0.0,1.14,0.0,0.0
0.0,1.12,0.0,0.0
0.0,1.11,0.0,0.0
0.0,2.04,0.0,0.0
0.0,3.39,0.0,0.0
3.03,3.44,3.03,3.03
3.76,3.03,3.76,3.76
4.19,4.32,4.19,4.19
4.0,5.02,4.0,4.0
4.1,3.87,4.1,4.1
3.82,5.01,3.82,3.82
2.76,4.41,2.76,2.76
1.91,3.94,1.91,1.91
1.1,4.03,1.1,1.1
0.44,3.81,0.44,0.44
0.3,4.18,0.3,0.3
-0.09,3.68,-0.09,-0.09
0.3,2.86,0.3,0.3
0.0,2.45,0.0,0.0
0.16,2.81,0.16,0.16
0.11,2.53,0.11,0.11
-0.15,2.2,-0.15,-0.15
-0.26,1.88,-0.26,-0.26
-0.26,1.67,-0.26,-0.26
-0.127,0.83,-1.849,-0.127
-0.66,0.77,-12.954,-0.66
-0.11,0.64,-1.01,-0.11
0.0,0.95,0.0,0.0
0.0,1.36,0.0,0.0
0.0,1.38,0.0,0.0
0.0,1.11,0.0,0.0
0.0,2.92,0.0,0.0
0.0,2.28,0.0,0.0
0.0,1.66,0.0,0.0
0.0,2.67,0.0,0.0
0.0,2.53,0.0,0.0
0.0,3.51,0.0,0.0
0.47,2.94,0.47,0.47
-0.56,2.72,-0.56,-0.56
-1.39,2.51,-1.39,-1.39
-2.46,2.61,-2.46,-2.46
-1.36,0.93,-1.282,-1.36
0.0,1.52,0.0,0.0
0.0,0.77,0.0,0.0
0.0,-0.12,-10.728,0.0
0.0,-0.21,-11.519,0.0
0.0,-0.49,-10.738,0.0
0.0,-0.36,-7.697,0.0
0.0,-2.55,-7.03,0.0
0.0,-2.4,-6.527,0.0
0.0,-2.25,-2.688,0.0
0.0,-2.24,-0.783,0.0
0.0,2.55,0.0,0.0
0.0,3.8,0.0,0.0
0.0,3.23,0.0,0.0
3.35,5.15,3.35,3.35
3.51,5.16,3.51,3.51
3.17,4.98,3.17,3.17
2.79,5.52,2.79,2.79
2.16,4.93,2.16,2.16
1.51,4.95,1.51,1.51
-0.18,4.75,-0.18,-0.18
-4.1,4.35,-4.1,-4.1
-4.96,2.32,-4.96,-4.96
-3.91,0.41,-3.91,-3.91
-3.58,-1.54,-3.58,-3.58
-4.47,-2.38,-4.47,-4.47
-4.8,-2.91,-4.8,-4.8
-4.91,-3.13,-4.91,-4.91
-4.14,-3.47,-4.14,-4.14
-5.93,-4.23,-5.93,-5.93
-8.01,-4.32,-8.01,-8.01
-10.5,-4.1,-10.5,-10.5
-11.13,-3.88,-11.13,-11.13
-7.36,-3.88,-7.36,-7.36
-1.7,-3.0,-1.7,-1.7
0.89,3.89,0.89,0.89
2.39,4.81,2.39,2.39
3.51,3.79,3.51,3.51
4.09,5.43,4.09,4.09
4.41,5.58,4.41,4.41
4.35,5.29,4.35,4.35
3.7,5.66,3.7,3.7
3.04,5.47,3.04,3.04
2.15,4.31,2.15,2.15
0.86,4.27,0.86,0.86
-0.75,5.03,-0.75,-0.75
-2.39,5.05,-2.39,-2.39
-2.07,4.58,-2.07,-2.07
-0.64,3.32,-0.64,-0.64
-1.11,3.32,-1.11,-1.11
-0.47,2.95,-0.47,-0.47
-0.17,2.9,-0.17,-0.17
-0.67,2.53,-0.67,-0.67
-1.72,1.91,-1.72,-1.72
-1.04,1.64,-1.04,-1.04
-1.83,1.04,-1.83,-1.83
-1.79,1.21,-1.79,-1.79
0.21,0.77,0.21,0.21
0.7,0.6,0.7,0.7
1.62,0.22,1.62,1.62
2.07,0.21,2.07,2.07
2.38,0.13,2.38,2.38
2.19,-0.14,2.19,2.19
2.18,-0.29,2.18,2.18
0.0,0.06,0.0,0.0
2.21,0.24,2.21,2.21
1.87,0.35,1.87,1.87
1.66,0.3,1.66,1.66
1.11,0.83,1.11,1.11
0.0,1.19,0.0,0.0
0.0,1.71,0.0,0.0
0.0,1.59,0.0,0.0
0.0,1.84,0.0,0.0
0.0,1.8,0.0,0.0
0.0,1.91,0.0,0.0
0.0,1.98,0.0,0.0
0.0,2.22,0.0,0.0
0.0,1.95,0.0,0.0
0.0,1.7,0.0,0.0
0.0,1.59,0.0,0.0
0.0,1.14,0.0,0.0
0.0,1.09,0.0,0.0
0.0,2.11,0.0,0.0
2.68,3.97,2.68,2.68
4.52,4.08,4.52,4.52
4.87,4.02,4.87,4.87
5.6,5.03,5.6,5.6
4.31,4.62,4.31,4.31
5.61,4.47,5.61,5.61
6.16,5.44,6.16,6.16
5.14,4.66,5.14,5.14
3.74,4.68,3.74,3.74
2.63,3.76,2.63,2.63
1.06,3.37,1.06,1.06
-0.49,3.42,-0.49,-0.49
0.08,1.74,0.08,0.08
0.77,1.06,0.77,0.77
0.21,1.64,0.21,0.21
0.88,1.2,0.88,0.88
-0.27,1.43,-0.27,-0.27
0.44,1.42,0.44,0.44
-1.18,1.0,-1.18,-1.18
-1.43,0.88,-1.43,-1.43
-1.17,1.59,-1.17,-1.17
-1.19,1.46,-1.19,-1.19
1.05,1.86,1.05,1.05
2.68,2.33,2.68,2.68
3.78,3.6,3.78,3.78
4.2,3.81,4.2,4.2
5.36,3.56,5.36,5.36
6.44,5.23,6.44,6.44
6.91,5.21,6.91,6.91
6.45,5.58,6.45,6.45
6.18,5.56,6.18,6.18
5.71,5.9,5.71,5.71
4.18,4.02,4.18,4.18
3.45,3.26,3.45,3.45
2.34,3.79,2.34,2.34
0.49,3.93,0.49,0.49
1.04,3.2,1.04,1.04
0.9,2.92,0.9,0.9
0.75,2.21,0.75,0.75
0.74,1.98,0.74,0.74
0.73,1.84,0.73,0.73
-0.24,1.89,-0.24,-0.24
-0.71,1.83,-0.71,-0.71
-0.75,2.17,-0.75,-0.75
-1.02,2.61,-1.02,-1.02
-0.11,2.59,-0.11,-0.11
1.64,2.74,1.64,1.64
3.58,3.79,3.58,3.58
5.04,5.62,5.04,5.04
6.44,5.5,6.44,6.44
8.14,5.75,8.14,8.14
10.35,7.43,10.35,10.35
9.96,7.81,9.96,9.96
9.86,8.72,9.86,9.86
8.72,8.56,8.72,8.72
7.88,8.93,7.88,7.88
6.91,7.9,6.91,6.91
5.4,7.2,5.4,5.4
1.71,6.96,1.71,1.71
-0.19,6.76,-0.19,-0.19
-0.47,5.98,-0.47,-0.47
-0.3,4.97,-0.3,-0.3
-0.58,3.87,-0.58,-0.58
0.77,3.43,0.77,0.77
1.19,3.51,1.19,1.19
1.23,3.74,1.23,1.23
0.53,3.71,0.53,0.53
1.22,2.6,1.22,1.22
1.72,2.67,1.72,1.72
0.28,2.48,0.28,0.28
2.58,2.29,2.58,2.58
4.55,2.18,4.55,4.55
5.51,2.41,5.51,5.51
6.25,2.87,6.25,6.25
6.4,3.26,6.4,6.4
6.84,3.66,6.84,6.84
6.75,3.09,6.75,6.75
7.39,2.69,7.39,7.39
7.01,2.27,7.01,7.01
6.05,2.91,6.05,6.05
4.49,3.7,4.49,4.49
3.35,2.79,3.35,3.35
2.62,3.05,2.62,2.62
2.21,3.55,2.21,2.21
1.63,3.24,1.63,1.63
1.97,2.98,1.97,1.97
1.85,2.81,1.85,1.85
1.34,2.68,1.34,1.34
1.28,2.41,1.28,1.28
0.2,2.63,0.2,0.2
1.08,2.12,1.08,1.08
0.91,2.26,0.91,0.91
0.99,1.86,0.99,0.99
0.1,1.39,0.1,0.1
1.89,1.35,1.89,1.89
3.7,1.78,3.7,3.7
5.12,2.85,5.12,5.12
6.44,3.0,6.44,6.44
7.45,2.87,7.45,7.45
7.51,4.49,7.51,7.51
7.21,3.11,7.21,7.21
7.24,3.8,7.24,7.24
6.44,2.95,6.44,6.44
5.72,2.65,5.72,5.72
4.18,4.33,4.18,4.18
3.28,3.71,3.28,3.28
2.83,3.87,2.83,2.83
2.49,5.01,2.49,2.49
2.37,4.69,2.37,2.37
2.57,4.14,2.57,2.57
2.15,3.95,2.15,2.15
2.05,3.5,2.05,2.05
1.4,2.88,1.4,1.4
1.85,2.71,1.85,1.85
0.78,2.11,0.78,0.78
0.95,1.98,0.95,0.95
0.53,1.76,0.53,0.53
0.44,1.87,0.44,0.44
1.2,1.75,1.2,1.2
2.55,1.9,2.55,2.55
4.09,3.42,4.09,4.09
6.51,4.32,6.51,6.51
8.19,4.41,8.19,8.19
8.1,6.03,8.1,8.1
10.37,6.26,10.37,10.37
9.29,5.76,9.29,9.29
9.7,7.48,9.7,9.7
7.69,8.1,7.69,7.69
5.85,6.83,5.85,5.85
4.22,6.54,4.22,4.22
2.26,6.12,2.26,2.26
-0.3,4.82,-0.3,-0.3
-0.04,4.19,-0.04,-0.04
0.77,2.36,0.77,0.77
-0.6,1.68,-0.6,-0.6
-2.02,1.39,-2.02,-2.02
-2.57,1.32,-2.57,-2.57
-1.88,1.94,-1.88,-1.88
-1.64,1.21,-1.64,-1.64
-1.62,0.44,-1.62,-1.62
-1.94,1.77,-1.94,-1.94
-2.99,1.02,-2.99,-2.99
0.7,1.38,0.7,0.7
3.66,3.09,3.66,3.66
6.32,6.12,6.32,6.32
9.12,6.51,9.12,9.12
10.1,6.71,10.1,10.1
11.05,8.14,11.05,11.05
7.73,8.2,7.73,7.73
9.21,7.85,9.21,9.21
7.51,8.44,7.51,7.51
7.08,7.43,7.08,7.08
5.83,7.42,5.83,5.83
4.93,6.59,4.93,4.93
3.42,6.84,3.42,3.42
3.14,5.33,3.14,3.14
2.56,5.88,2.56,2.56
2.43,5.76,2.43,2.43
2.79,5.1,2.79,2.79
2.29,4.95,2.29,2.29
2.04,4.46,2.04,2.04
1.86,4.61,1.86,1.86
2.07,3.97,2.07,2.07
2.38,3.76,2.38,2.38
1.82,4.37,1.82,1.82
2.35,4.38,2.35,2.35
3.1,3.91,3.1,3.1
3.85,3.63,3.85,3.85
4.85,5.79,4.85,4.85
5.34,5.76,5.34,5.34
6.41,5.4,6.41,6.41
6.49,6.66,6.49,6.49
7.11,6.54,7.11,7.11
6.84,7.18,6.84,6.84
6.45,6.97,6.45,6.45
7.41,6.96,7.41,7.41
6.5,6.35,6.5,6.5
5.39,6.37,5.39,5.39
4.17,6.79,4.17,4.17
4.14,6.89,4.14,4.14
3.64,6.55,3.64,3.64
3.12,6.2,3.12,3.12
2.37,5.72,2.37,2.37
2.53,5.49,2.53,2.53
2.61,5.1,2.61,2.61
2.54,5.14,2.54,2.54
2.09,4.76,2.09,2.09
2.01,4.71,2.01,2.01
1.7,4.71,1.7,1.7
1.27,4.76,1.27,1.27
2.79,4.33,2.79,2.79
4.46,4.85,4.46,4.46
5.84,6.63,5.84,5.84
6.92,6.41,6.92,6.92
7.25,6.23,7.25,7.25
8.62,7.25,8.62,8.62
8.72,7.71,8.72,8.72
8.21,7.54,8.21,8.21
8.85,7.92,8.85,8.85
7.95,7.76,7.95,7.95
7.9,7.63,7.9,7.9
6.96,7.69,6.96,6.96
4.7,7.79,4.7,4.7
3.71,7.76,3.71,3.71
3.6,7.26,3.6,3.6
3.11,6.45,3.11,3.11
2.29,6.07,2.29,2.29
2.86,5.89,2.86,2.86
2.89,5.73,2.89,2.89
3.22,5.64,3.22,3.22
3.22,5.24,3.22,3.22
3.25,5.17,3.25,3.25
2.77,5.59,2.77,2.77
2.73,6.33,2.73,2.73
4.04,5.98,4.04,4.04
5.25,6.37,5.25,5.25
6.55,7.69,6.55,6.55
8.41,8.67,8.41,8.41
10.93,8.73,10.93,10.93
12.57,10.09,12.57,12.57
12.55,10.81,12.55,12.55
10.76,10.26,10.76,10.76
10.0,10.2,10.0,10.0
10.05,10.0,10.05,10.05
7.8,9.15,7.8,7.8
6.87,8.95,6.87,6.87
4.76,7.9,4.76,4.76
3.29,7.68,3.29,3.29
3.92,6.85,3.92,3.92
3.09,7.07,3.09,3.09
2.37,7.08,2.37,2.37
3.37,7.11,3.37,3.37
2.77,6.52,2.77,2.77
3.25,6.45,3.25,3.25
3.31,6.46,3.31,3.31
2.98,6.25,2.98,2.98
3.78,6.6,3.78,3.78
3.64,6.54,3.64,3.64
4.48,5.9,4.48,4.48
5.56,5.24,5.56,5.56
5.94,5.44,5.94,5.94
7.36,5.63,7.36,7.36
7.82,5.12,7.82,7.82
8.71,5.03,8.71,8.71
9.53,5.35,9.53,9.53
9.25,5.79,9.25,9.25
8.86,6.78,8.86,8.86
8.11,6.65,8.11,8.11
7.65,8.3,7.65,7.65
5.89,7.46,5.89,5.89
4.51,7.55,4.51,4.51
3.33,7.29,3.33,3.33
4.04,6.69,4.04,4.04
3.65,6.59,3.65,3.65
3.76,6.65,3.76,3.76
3.78,6.54,3.78,3.78
3.34,5.73,3.34,3.34
3.56,6.31,3.56,3.56
2.95,5.68,2.95,2.95
3.04,5.71,3.04,3.04
3.45,4.63,3.45,3.45
3.74,4.66,3.74,3.74
4.2,4.41,4.2,4.2
4.84,4.73,4.84,4.84
5.85,6.07,5.85,5.85
6.64,6.67,6.64,6.64
7.65,7.33,7.65,7.65
8.57,7.93,8.57,8.57
10.04,7.68,10.04,10.04
10.37,7.46,10.37,10.37
10.15,8.68,10.15,10.15
8.54,8.98,8.54,8.54
7.17,9.04,7.17,7.17
6.25,8.71,6.25,6.25
4.22,7.44,4.22,4.22
3.23,7.09,3.23,3.23
2.4,6.15,2.4,2.4
2.31,5.51,2.31,2.31
1.96,5.24,1.96,1.96
2.48,5.04,2.48,2.48
2.13,4.88,2.13,2.13
1.63,4.77,1.63,1.63
1.05,4.13,1.05,1.05
1.17,4.13,1.17,1.17
0.74,4.16,0.74,0.74
0.18,3.87,0.18,0.18
3.32,3.93,3.32,3.32
6.09,5.55,6.09,6.09
8.48,9.47,8.48,8.48
11.43,10.69,11.43,11.43
12.71,11.15,12.71,12.71
13.77,12.1,13.77,13.77
13.75,13.17,13.75,13.75
13.09,14.4,13.09,13.09
11.35,12.98,11.35,11.35
9.59,13.66,9.59,9.59
8.37,9.32,8.37,8.37
6.38,9.56,6.38,6.38
4.44,9.26,4.44,4.44
3.25,7.55,3.25,3.25
2.29,5.87,2.29,2.29
1.58,5.58,1.58,1.58
1.37,4.52,1.37,1.37
0.3,4.33,0.3,0.3
0.91,4.0,0.91,0.91
-0.34,4.15,-0.34,-0.34
-0.78,3.05,-0.78,-0.78
-1.61,2.4,-1.61,-1.61
-1.82,3.87,-1.82,-1.82
-0.74,3.51,-0.74,-0.74
2.38,3.95,2.38,2.38
5.87,6.25,5.87,5.87
9.64,10.08,9.64,9.64
10.23,10.87,10.23,10.23
13.38,11.5,13.38,13.38
13.53,12.94,13.53,13.53
12.48,13.46,12.48,12.48
12.62,13.24,12.62,12.62
12.26,13.84,12.26,12.26
10.59,13.41,10.59,10.59
8.42,11.55,8.42,8.42
7.25,11.23,7.25,7.25
3.69,10.58,3.69,3.69
1.11,9.05,1.11,1.11
1.61,6.93,1.61,1.61
1.3,5.81,1.3,1.3
0.5,4.74,0.5,0.5
-1.27,4.32,-1.27,-1.27
-0.79,3.86,-0.79,-0.79
-0.99,3.95,-0.99,-0.99
-1.49,3.24,-1.49,-1.49
-0.98,2.95,-0.98,-0.98
-1.56,2.87,-1.56,-1.56
-1.43,2.7,-1.43,-1.43
2.32,3.42,2.32,2.32
5.43,4.63,5.43,5.43
9.21,10.04,9.21,9.21
12.56,11.52,12.56,12.56
14.16,12.24,14.16,14.16
15.05,14.75,15.05,15.05
13.63,15.22,13.63,13.63
12.49,14.04,12.49,12.49
12.36,14.14,12.36,12.36
10.93,12.6,10.93,10.93
10.34,11.45,10.34,10.34
7.84,10.92,7.84,7.84
3.99,10.37,3.99,3.99
1.01,8.67,1.01,1.01
0.38,7.23,0.38,0.38
1.43,5.79,1.43,1.43
1.34,4.8,1.34,1.34
1.19,5.02,1.19,1.19
0.74,5.42,0.74,0.74
1.28,4.75,1.28,1.28
1.9,4.56,1.9,1.9
2.29,4.67,2.29,2.29
1.47,4.4,1.47,1.47
2.77,4.41,2.77,2.77
4.52,5.4,4.52,4.52
7.48,6.46,7.48,7.48
10.01,8.44,10.01,10.01
12.33,9.8,12.33,12.33
13.8,9.85,13.8,13.8
14.74,11.38,14.74,14.74
13.91,12.01,13.91,13.91
12.56,11.28,12.56,12.56
12.3,11.48,12.3,12.3
11.19,11.34,11.19,11.19
8.24,9.13,8.24,8.24
7.08,9.57,7.08,7.08
4.92,9.27,4.92,4.92
1.65,7.82,1.65,1.65
1.0,6.8,1.0,1.0
0.25,5.76,0.25,0.25
0.77,4.38,0.77,0.77
0.77,4.08,0.77,0.77
1.0,4.12,1.0,1.0
1.1,4.51,1.1,1.1
-0.97,4.04,-0.97,-0.97
-0.38,4.13,-0.38,-0.38
0.79,4.54,0.79,0.79
0.5,4.67,0.5,0.5
3.11,4.61,3.11,3.11
5.89,5.75,5.89,5.89
8.4,6.67,8.4,8.4
11.05,8.28,11.05,11.05
12.64,8.64,12.64,12.64
14.15,10.69,14.15,14.15
11.02,10.96,11.02,11.02
14.15,11.46,14.15,14.15
13.77,12.82,13.77,13.77
12.27,13.1,12.27,12.27
10.76,11.87,10.76,10.76
7.85,11.67,7.85,7.85
5.38,11.72,5.38,5.38
1.6,9.63,1.6,1.6
1.74,7.19,1.74,1.74
1.89,6.12,1.89,1.89
0.78,5.19,0.78,0.78
0.18,4.05,0.18,0.18
0.28,3.86,0.28,0.28
0.38,3.83,0.38,0.38
0.61,3.3,0.61,0.61
0.66,3.63,0.66,0.66
1.83,4.75,1.83,1.83
1.43,4.34,1.43,1.43
4.62,5.6,4.62,4.62
7.54,6.39,7.54,7.54
10.34,8.5,10.34,10.34
12.12,9.12,12.12,12.12
13.72,9.42,13.72,13.72
15.29,11.32,15.29,15.29
14.72,11.47,14.72,14.72
14.47,12.2,14.47,14.47
14.16,11.95,14.16,14.16
13.5,12.38,13.5,13.5
12.9,11.81,12.9,12.9
10.08,12.5,10.08,10.08
7.36,12.49,7.36,7.36
3.41,11.81,3.41,3.41
3.63,8.4,3.63,3.63
1.56,7.49,1.56,1.56
1.71,6.84,1.71,1.71
3.18,7.07,3.18,3.18
2.72,6.95,2.72,2.72
3.05,6.45,3.05,3.05
2.26,6.56,2.26,2.26
3.4,6.98,3.4,3.4
4.32,6.29,4.32,4.32
3.21,6.32,3.21,3.21
6.08,5.87,6.08,6.08
9.52,6.76,9.52,9.52
12.49,8.06,12.49,12.49
14.99,8.41,14.99,14.99
16.16,9.28,16.16,16.16
16.37,10.86,16.37,16.37
17.48,11.34,17.48,17.48
16.1,11.31,16.1,16.1
15.86,11.73,15.86,15.86
15.07,12.41,15.07,15.07
14.53,12.06,14.53,14.53
11.63,12.47,11.63,11.63
8.67,12.63,8.67,8.67
6.68,11.0,6.68,6.68
5.55,8.44,5.55,5.55
4.85,7.88,4.85,4.85
4.44,7.24,4.44,4.44
5.48,7.52,5.48,5.48
5.29,7.31,5.29,5.29
5.29,7.84,5.29,5.29
4.59,7.11,4.59,4.59
4.77,6.69,4.77,4.77
4.84,7.34,4.84,4.84
5.65,7.46,5.65,5.65
6.3,7.14,6.3,6.3
9.12,8.9,9.12,9.12
12.25,10.21,12.25,12.25
13.78,10.73,13.78,13.78
15.79,10.52,15.79,15.79
16.73,12.79,16.73,16.73
18.65,13.52,18.65,18.65
19.4,13.31,19.4,19.4
17.47,14.26,17.47,17.47
16.26,14.06,16.26,16.26
15.1,11.83,15.1,15.1
11.95,11.67,11.95,11.95
9.54,12.45,9.54,9.54
8.48,11.76,8.48,8.48
8.58,10.89,8.58,8.58
8.02,10.05,8.02,8.02
8.37,9.31,8.37,8.37
7.64,9.25,7.64,7.64
6.82,8.99,6.82,6.82
7.3,9.24,7.3,7.3
7.07,8.61,7.07,7.07
5.41,7.8,5.41,5.41
5.72,7.71,5.72,5.72
6.06,7.7,6.06,6.06
8.23,7.76,8.23,8.23
10.05,8.56,10.05,10.05
13.96,10.87,13.96,13.96
16.73,11.05,16.73,16.73
18.46,10.95,18.46,18.46
19.91,12.43,19.91,19.91
17.01,12.85,17.01,17.01
19.88,13.09,19.88,19.88
18.87,13.98,18.87,18.87
16.82,14.03,16.82,16.82
15.75,12.56,15.75,15.75
12.69,12.72,12.69,12.69
10.57,12.59,10.57,10.57
8.59,12.08,8.59,8.59
8.71,11.07,8.71,8.71
8.48,10.15,8.48,8.48
8.26,9.97,8.26,8.26
8.17,9.59,8.17,8.17
7.94,9.66,7.94,7.94
7.7,9.49,7.7,7.7
7.39,8.53,7.39,7.39
7.5,8.77,7.5,7.5
7.35,7.45,7.35,7.35
6.93,7.99,6.93,6.93
8.84,8.12,8.84,8.84
9.67,8.79,9.67,9.67
11.38,10.22,11.38,11.38
12.51,10.59,12.51,12.51
13.3,11.31,13.3,13.3
14.1,12.2,14.1,14.1
12.44,12.26,12.44,12.44
13.06,12.72,13.06,13.06
12.21,12.38,12.21,12.21
10.79,11.62,10.79,10.79
10.65,10.15,10.65,10.65
9.97,9.71,9.97,9.97
9.32,9.93,9.32,9.32
8.93,9.96,8.93,8.93
8.92,9.38,8.92,8.92
8.81,9.45,8.81,8.81
8.74,9.63,8.74,8.74
8.58,9.57,8.58,8.58
8.49,9.73,8.49,8.49
8.47,9.8,8.47,8.47
8.24,9.39,8.24,8.24
8.27,9.25,8.27,8.27
8.26,8.76,8.26,8.26
8.09,8.87,8.09,8.09
8.69,8.75,8.69,8.69
9.62,8.7,9.62,9.62
9.68,9.8,9.68,9.68
10.46,9.48,10.46,10.46
10.94,9.14,10.94,10.94
11.21,9.94,11.21,11.21
10.73,10.14,10.73,10.73
10.44,9.7,10.44,10.44
10.96,9.82,10.96,10.96
10.39,9.1,10.39,10.39
10.66,9.95,10.66,10.66
10.06,9.61,10.06,10.06
8.86,9.61,8.86,8.86
8.46,9.69,8.46,8.46
8.39,9.54,8.39,8.39
8.2,9.24,8.2,8.2
7.98,9.28,7.98,7.98
7.93,8.8,7.93,7.93
7.87,8.99,7.87,7.87
7.94,9.21,7.94,7.94
7.87,8.78,7.87,7.87
7.76,9.04,7.76,7.76
8.1,8.38,8.1,8.1
7.36,8.94,7.36,7.36
8.63,8.96,8.63,8.63
9.58,9.16,9.58,9.58
10.28,9.9,10.28,10.28
10.77,9.87,10.77,10.77
10.73,10.63,10.73,10.73
12.35,11.54,12.35,12.35
12.62,10.7,12.62,12.62
11.93,10.53,11.93,11.93
11.4,10.63,11.4,11.4
10.99,10.92,10.99,10.99
10.62,10.07,10.62,10.62
10.09,9.81,10.09,10.09
9.22,9.54,9.22,9.22
8.66,10.21,8.66,8.66
8.34,9.85,8.34,8.34
8.65,9.39,8.65,8.65
8.64,9.52,8.64,8.64
8.58,9.28,8.58,8.58
8.45,9.33,8.45,8.45
8.23,9.19,8.23,8.23
8.16,8.93,8.16,8.16
8.14,8.95,8.14,8.14
7.98,9.32,7.98,7.98
6.91,9.23,6.91,6.91
8.61,9.59,8.61,8.61
9.3,9.23,9.3,9.3
10.1,9.84,10.1,10.1
11.45,9.07,11.45,11.45
13.57,9.39,13.57,13.57
12.09,10.24,12.09,12.09
11.14,9.6,11.14,11.14
10.85,10.25,10.85,10.85
12.44,10.13,12.44,12.44
11.55,9.25,11.55,11.55
10.8,10.63,10.8,10.8
9.68,9.25,9.68,9.68
8.48,9.08,8.48,8.48
7.41,9.22,7.41,7.41
7.34,9.06,7.34,7.34
7.61,8.62,7.61,7.61
7.17,8.79,7.17,7.17
7.46,9.1,7.46,7.46
7.02,8.98,7.02,7.02
7.36,9.02,7.36,7.36
6.9,8.96,6.9,6.9
6.79,8.71,6.79,6.79
7.23,7.9,7.23,7.23
6.79,8.24,6.79,6.79
8.37,8.39,8.37,8.37
